# Kalmasoft Databases
# Database of Transcripted Arabic Names
# References: www.kalmasoft.com/KLEX/dbgivnnm.htm, www.kalmasoft.com/KLEX/dbsurnm.htm
# Created: 19/11/2019
# Updated: 26/11/2019
# Encoding: UTF8
# Delimiter: TAB
# Unique Arabic names: +300K
# Total entries: 1,500,000+
# Supported languages : 5
# Copyright 1999-2019 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================
# Attributes:
#	ID: Reference ID [A######]
#	Arabic: unvocalized Arabic name
#	Trans: transcription
#	Script: language script name
#		AM: Amharic
#		GR: Greek
#		HE: Hebrew
#		JA: Japanese (Katakana)
#		RU: Russian
#	Gender: M: male, F: female, U: unisex
#	Type: G: given; S: Surname, P: geogrpahic Nisba "place", B: professional Nisba "business", C: tribal Nisba "clan", K: Kunya, N: Nasab.
# =================================================
ID	Arabic	Trans	Script	Gender	Type
A001070	عذر	アズル	JA	M	G
A001071	عذراء	アズラー	JA	F	G
A001072	عذرة	アズラ	JA	F	G
A001073	عذرون	アズルーン	JA	M	G
A001074	عذري	アズリー	JA	M	S
A001075	عذلة	アズラ	JA	F	G
A001076	عذوف	アズーフ	JA	M	G
A001077	عذيب	アゼーブ	JA	M	G
A001078	عذيبة	アゼーバ	JA	F	G
A001079	عذيبي	アゼービー	JA	M	G
A001080	الطميهي	アルチマイヒー	JA	M	S
A001081	الطميوي	アルチマイウィー	JA	M	S
A001082	الطنيحي	アルチナイヒー	JA	M	S
A001083	الطنيخي	アルチナイヒー	JA	M	S
A001084	الطنيزي	アルチナイゼー	JA	M	S
A001085	الطنيقي	アルチナイギー	JA	M	S
A001086	الطنيمي	アルチナイミー	JA	M	S
A001087	الطهيشي	アルチハイシー	JA	M	S
A001088	الطهيطي	アルチハイチー	JA	M	S
A001089	الطهيفي	アルチハイフィー	JA	M	S
A001090	الطهيقي	アルチハイギー	JA	M	S
A001091	الطهيني	アルチハイニー	JA	M	S
A001092	الطويبي	アルチワイビー	JA	M	S
A001093	الطويخي	アルチワイヒー	JA	M	S
A001094	الطويدي	アルチワイヂー	JA	M	S
A001095	الطويري	アルチワイリー	JA	M	S
A001096	الطويريقي	アルチワイリーギー	JA	M	S
A001097	الطويشي	アルチワイシー	JA	M	S
A001098	الطويطين	アルチワイチーン	JA	M	S
A001099	الطويعي	アルチワイー	JA	M	S
A001100	الطويقي	アルチワイギー	JA	M	S
A001101	الطويكي	アルチワイキー	JA	M	S
A001102	الطويلية	アルチワイリヤ	JA	M	S
A001103	الطويني	アルチワイニー	JA	M	S
A001104	الطويهي	アルチワイヒー	JA	M	S
A001105	الطويوي	アルチワイウィー	JA	M	S
A001106	الظبيبي	アルゼバイビー	JA	M	S
A001107	الظبيري	アルゼバイリー	JA	M	S
A001108	الظبيطي	アルゼバイチー	JA	M	S
A001109	الظبيعي	アルゼバイー	JA	M	S
A001110	الظريبي	アルゼライビー	JA	M	S
A001111	الظريسي	アルゼライセー	JA	M	S
A001112	الظريفي	アルゼライフィー	JA	M	S
A001113	الظريقي	アルゼライギー	JA	M	S
A001114	الظريمي	アルゼライミー	JA	M	S
A001115	الظريني	アルゼライニー	JA	M	S
A001116	الظعيني	アルゼアイニー	JA	M	S
A001117	الظليلي	アルゼライリー	JA	M	S
A001118	الظليمي	アルゼライミー	JA	M	S
A001119	الظميري	アルゼマイリー	JA	M	S
A001120	الظميني	アルゼマイニー	JA	M	S
A001121	الظنيني	アルゼナイニー	JA	M	S
A001122	الظهيبي	アルゼハイビー	JA	M	S
A001123	الظهيري	アルゼハイリー	JA	M	S
A001124	الظهيفي	アルゼハイフィー	JA	M	S
A001125	الظويري	アルゼワイリー	JA	M	S
A001126	الظويعي	アルゼワイー	JA	M	S
A001127	الظويلي	アルゼワイリー	JA	M	S
A001128	العبدولي	アルアブドーリー	JA	M	S
A001129	العطوي	アルアツー	JA	M	S
A001130	العنفولي	アルアンフウワリー	JA	M	S
A001131	العيسولي	アルアイスーリー	JA	M	S
A001132	العبيتي	アルイバイチー	JA	M	S
A001133	العبيخي	アルイバイヒー	JA	M	S
A001134	العبيدي	アルイバイヂー	JA	M	S
A001135	العبيري	アルイバイリー	JA	M	S
A001136	العبيسي	アルイバイセー	JA	M	S
A001137	العبيسية	アルイバイセヤ	JA	M	C
A001138	العبيشي	アルイバイシー	JA	M	S
A001139	العبيطي	アルイバイチー	JA	M	S
A001140	العبيكي	アルイバイキー	JA	M	S
A001141	العبيلي	アルイバイリー	JA	M	S
A001142	العبيوي	アルイバイウィー	JA	M	S
A001143	العتيبي	アルイタイビー	JA	M	S
A001144	العتيبية	アルイタイビヤ	JA	M	S
A001145	العتيري	アルイタイリー	JA	M	S
A001146	العتيسي	アルイタイセー	JA	M	S
A001147	العتيفي	アルイタイフィー	JA	M	S
A001148	العتيقي	アルイタイギー	JA	M	S
A001149	العتيلي	アルイタイリー	JA	M	S
A001150	العتيلية	アルイタイリヤ	JA	M	S
A001151	العتيمي	アルイタイミー	JA	M	S
A001152	العتيني	アルイタイニー	JA	M	S
A001153	العثيثي	アルイサイスィー	JA	M	S
A001154	العثيري	アルイサイリー	JA	M	S
A001155	العثيلي	アルイサイリー	JA	M	S
A001156	العثيمي	アルイサイミー	JA	M	S
A001157	العثيني	アルイサイニー	JA	M	S
A001158	العجيبي	アルイジャイビー	JA	M	S
A001159	العجيجي	アルイジャイジー	JA	M	S
A001160	العجيدي	アルイジャイヂー	JA	M	S
A001161	العجيري	アルイジャイリー	JA	M	S
A001162	العجيزي	アルイジャイゼー	JA	M	S
A001163	العجيلي	アルイジャイリー	JA	M	S
A001164	العجيمي	アルイジャイミー	JA	M	S
A001165	العجيني	アルイジャイニー	JA	M	S
A001166	العديبي	アルイダイビー	JA	M	S
A001167	العديحي	アルイダイヒー	JA	M	S
A001168	العديدي	アルイダイヂー	JA	M	S
A001169	العديري	アルイダイリー	JA	M	S
A001170	العديسي	アルイダイセー	JA	M	S
A001171	العديقي	アルイダイギー	JA	M	S
A001172	العديلي	アルイダイリー	JA	M	S
A001173	العديمي	アルイダイミー	JA	M	S
A001174	العديوي	アルイダイウィー	JA	M	S
A001175	العذيبي	アルイザイビー	JA	M	S
A001176	العذيتي	アルイザイチー	JA	M	S
A001177	العذيدي	アルイザイヂー	JA	M	S
A001178	العذيذي	アルイザイゼー	JA	M	S
A001179	العذيري	アルイザイリー	JA	M	S
A001180	العذيقي	アルイザイギー	JA	M	S
A001181	العذيلي	アルイザイリー	JA	M	S
A001182	العذيمي	アルイザイミー	JA	M	S
A001183	العريبيب	アルイライビーブ	JA	M	S
A001184	العريتي	アルイライチー	JA	M	S
A001185	العريثي	アルイライスィー	JA	M	S
A001186	العريجي	アルイライジー	JA	M	S
A001187	العريحي	アルイライヒー	JA	M	S
A001188	العريدي	アルイライヂー	JA	M	S
A001189	العريري	アルイライリー	JA	M	S
A001190	العريزي	アルイライゼー	JA	M	S
A001191	العريسي	アルイライセー	JA	M	S
A001192	العريسية	アルイライセヤ	JA	M	S
A001193	العريسيس	アルイライセース	JA	M	S
A001194	العريشي	アルイライシー	JA	M	S
A001195	العريشية	アルイライシヤ	JA	M	S
A001196	العريضي	アルイライヂー	JA	M	S
A001197	العريطي	アルイライチー	JA	M	S
A001198	العريعي	アルイライー	JA	M	S
A001199	العريفيج	アルイライフィージュ	JA	M	S
A001200	العريقي	アルイライギー	JA	M	S
A001201	العريقيل	アルイライギール	JA	M	S
A001202	العريكي	アルイライキー	JA	M	S
A001203	العريمي	アルイライミー	JA	M	S
A001204	العريمية	アルイライミヤ	JA	M	S
A001205	العريمين	アルイライミーン	JA	M	C
A001206	العريوي	アルイライウィー	JA	M	S
A001207	العزيبي	アルイザイビー	JA	M	S
A001208	العزيحي	アルイザイヒー	JA	M	S
A001209	العزيدي	アルイザイヂー	JA	M	S
A001210	العزيري	アルイザイリー	JA	M	S
A001211	العزيزي	アルイザイゼー	JA	M	S
A001212	العزيزية	アルイザイゼヤ	JA	M	S
A001213	العزيكي	アルイザイキー	JA	M	S
A001214	العزيلي	アルイザイリー	JA	M	S
A001215	العزيوي	アルイザイウィー	JA	M	S
A001216	العسيبي	アルイサイビー	JA	M	S
A001217	العسيدي	アルイサイヂー	JA	M	S
A001218	العسيري	アルイサイリー	JA	M	S
A001219	العسيرية	アルイサイリヤ	JA	M	S
A001220	العسيسي	アルイサイセー	JA	M	S
A001221	العسيقي	アルイサイギー	JA	M	S
A001222	العسيمي	アルイサイミー	JA	M	S
A001223	العسيني	アルイサイニー	JA	M	S
A001224	العسيوي	アルイサイウィー	JA	M	S
A001225	العشيبي	アルイシャイビー	JA	M	S
A001226	العشيتي	アルイシャイチー	JA	M	S
A001227	العشيدي	アルイシャイヂー	JA	M	S
A001228	العشيري	アルイシャイリー	JA	M	S
A001229	العشيسي	アルイシャイセー	JA	M	S
A001230	العشيشي	アルイシャイシー	JA	M	S
A001231	العشيمي	アルイシャイミー	JA	M	S
A001232	العشيني	アルイシャイニー	JA	M	S
A001233	العشيوي	アルイシャイウィー	JA	M	S
A001234	العصيبي	アルイサイビー	JA	M	S
A001235	العصيدي	アルイサイヂー	JA	M	S
A001236	العصيري	アルイサイリー	JA	M	S
A001237	العصيصي	アルイサイセー	JA	M	S
A001238	العصيطي	アルイサイチー	JA	M	S
A001239	العصيعي	アルイサイー	JA	M	S
A001240	العصيفي	アルイサイフィー	JA	M	S
A001241	العصيمي	アルイサイミー	JA	M	S
A001242	العويقي	アルイワイギー	JA	M	S
A001243	العويقيل	アルイワイギール	JA	M	S
A001244	العويلي	アルイワイリー	JA	M	S
A001245	العويميري	アルイワイミーリー	JA	M	S
A001246	العويني	アルイワイニー	JA	M	S
A001247	العوينية	アルイワイニヤ	JA	M	S
A001248	العويهي	アルイワイヒー	JA	M	S
A001249	العويويد	アルイワイウィード	JA	M	S
A001250	العويوير	アルイワイウィール	JA	M	S
A001251	العگيدي	アルイグアイヂー	JA	M	S
A001252	العگيلي	アルイグアイリー	JA	M	S
A001253	الغرمولي	アルガルムーリー	JA	M	S
A001254	الغبيبي	アルギバイビー	JA	M	S
A001255	الغبيدي	アルギバイヂー	JA	M	S
A001256	الغبيري	アルギバイリー	JA	M	S
A001257	الغبيسي	アルギバイセー	JA	M	S
A001258	الغبيشي	アルギバイシー	JA	M	S
A001259	الغبيضي	アルギバイヂー	JA	M	S
A001260	الغبيني	アルギバイニー	JA	M	S
A001261	الغتيمي	アルギタイミー	JA	M	S
A001262	الغتيني	アルギタイニー	JA	M	S
A001263	الغثيبي	アルギサイビー	JA	M	S
A001264	الغثيمي	アルギサイミー	JA	M	S
A001265	الغثيني	アルギサイニー	JA	M	S
A001266	الغديبي	アルギダイビー	JA	M	S
A001267	قسم الخالق	ガセム アルハーリク	JA	M	G
A001268	قسم الفضيل	ガセム アルファヂール	JA	M	G
A001269	أبو الرب	Абю Араб	RU	M	K
A001270	أبو تاية	Абю Таия	RU	M	K
A001271	أبو جودة	Абю Жюда	RU	M	K
A001272	أبو جابر	Абю Жабир	RU	M	K
A001273	أبو حسان	Абю Хасан	RU	M	K
A001274	أبو حشيش	Абю Хашиш	RU	M	K
A001275	باوزير	Баоазир	RU	M	K
A001276	البناي	Албанаий	RU	M	S
A001277	البنبلي	Албанбалий	RU	M	S
A001278	البندري	Албандарий	RU	F	G
A001279	البندي	Албандий	RU	M	S
A001280	البنعلي	Албаналий	RU	M	S
A001281	البنوت	Албанют	RU	F	G
A001282	البنوري	Албанюрий	RU	M	S
A001283	البنون	Албанюн	RU	F	G
A001284	البنوني	Албанюний	RU	M	S
A001285	البهاري	Албахарий	RU	F	G
A001286	البهري	Албахрий	RU	M	S
A001287	البهلول	Албахлюл	RU	M	S
A001288	البهلول	Албухлюл	RU	M	S
A001289	البواطنة	Албаоатина	RU	M	C
A001290	البواعنة	Албаоаина	RU	M	C
A001291	البوالصة	Албаоалиса	RU	M	C
A001292	البوعلي	Албюалий	RU	M	S
A001293	البياتي	Албеатий	RU	M	S
A001294	البيداء	Албеда	RU	F	G
A001295	البيش	Албеш	RU	M	S
A001296	البيضاء	Албеда	RU	F	G
A001297	با بريجة	Ба барижа	RU	M	K
A001298	با بطين	Ба батин	RU	M	K
A001299	با بعير	Ба баир	RU	M	K
A001300	بنعبد الله	Бинабд Аллах	RU	M	N
A001301	بن شملان	Бин Шамлан	RU	M	N
A001302	سها	Суха	RU	F	G
A001303	سهاء	Суха	RU	F	G
A001304	سهابي	Сахабий	RU	M	G
A001305	سهاد	Сухад	RU	F	G
A001306	سهاري	Сахарий	RU	F	G
A001307	سهام	Сихам	RU	F	G
A001308	سهام الدين	Сихаму Адин	RU	M	G
A001309	سهامة	Сахама	RU	F	G
A001310	سهامة	Сихама	RU	F	G
A001311	سهاي	Сихаий	RU	M	G
A001312	سهايب	Сахеб	RU	M	G
A001313	سهايل	Сахел	RU	M	G
A001314	سهب	Сахб	RU	M	G
A001315	سهبان	Сахбан	RU	M	G
A001316	سهتاني	Сахтаний	RU	M	G
A001317	سهجان	Сахжан	RU	M	G
A001318	سهد	Сухд	RU	M	G
A001319	سهدي	Сахдий	RU	M	G
A001320	سهر	Сахар	RU	F	G
A001321	سهراب	Сахраб	RU	M	G
A001322	سهرابي	Сахрабий	RU	M	G
A001323	سهران	Сахран	RU	M	G
A001324	سهرة	Сахра	RU	F	G
A001325	سهل	Сахл	RU	M	G
A001326	سهلاء	Сахла	RU	M	G
A001327	سهلالي	Сахлалий	RU	M	G
A001328	سهلان	Сахлан	RU	M	G
A001329	سهلة	Сахла	RU	F	G
A001330	سهلول	Сахлюл	RU	M	G
A001331	سهلي	Сахлий	RU	M	G
A001332	سهم	Сахм	RU	M	G
A001333	سهم الدين	Сахму Адин	RU	M	G
A001334	سهمود	Сахмюд	RU	M	G
A001335	سهند	Суханд	RU	M	G
A001336	سهو	Сахо	RU	F	G
A001337	سهوان	Сахоан	RU	M	G
A001338	سهول	Сахюл	RU	M	G
A001339	سهول	Сухюл	RU	M	G
A001340	سهؤ	Саху	RU	M	G
A001341	سهى	Суха	RU	F	G
A001342	سهيب	Сахиб	RU	M	G
A001343	سهير	Сухер	RU	F	G
A001344	سهيرة	Сахира	RU	F	G
A001345	سهيف	Сахиф	RU	M	G
A001346	سهيل	Сахил	RU	M	G
A001347	سهيل	Сухел	RU	M	G
A001348	سهيلا	Сухела	RU	F	G
A001349	سهيلة	Сахила	RU	F	G
A001350	سهيلة	Сухела	RU	F	G
A001351	سهيلي	Сахилий	RU	M	S
A001352	سهيم	Сахим	RU	M	G
A001353	سهيمة	Сахима	RU	F	G
A001354	سواء	Саоа	RU	F	G
A001355	سوات	Саоат	RU	M	G
A001356	سواحة	Саоаха	RU	F	G
A001357	سواحرة	Саоахира	RU	M	C
A001358	سواحري	Саоахирий	RU	M	C
A001359	سواحل	Саоахил	RU	M	G
A001360	سواحلة	Саоахила	RU	M	C
A001361	سواخنة	Саоахина	RU	M	C
A001362	سوادة	Саоада	RU	F	G
A001363	سوادحة	Саоадиха	RU	M	C
A001364	سوادي	Саоадий	RU	F	G
A001365	سوار	Сиоар	RU	M	G
A001366	سوارة	Сиоара	RU	F	G
A001367	سوارس	Саоарис	RU	M	G
A001368	سوارقة	Саоарига	RU	M	C
A001369	سواركة	Саоарика	RU	M	C
A001370	سوارين	Сиоарен	RU	F	G
A001371	سواعدة	Саоаида	RU	M	C
A001372	سواعنة	Саоаина	RU	M	C
A001373	سواغنة	Саоагина	RU	M	C
A001374	سوافطة	Саоафита	RU	M	C
A001375	سواقعة	Саоагиа	RU	M	C
A001376	سوالفة	Саоалифа	RU	M	C
A001377	سوالقة	Саоалига	RU	M	C
A001378	سوالكة	Саоалика	RU	M	C
A001379	سوالمة	Саоалима	RU	M	C
A001380	سوالمي	Саоалимий	RU	M	S
A001381	سوامرة	Саоамира	RU	M	C
A001382	سوبرة	Саобара	RU	F	G
A001383	سوداء	Саода	RU	F	G
A001384	سوداني	Сюданий	RU	M	S
A001385	سودة	Сюда	RU	F	G
A001386	عذبة	азба	RU	F	G
A001387	عذر	азр	RU	M	G
A001388	عذراء	азра	RU	F	G
A001389	عذرة	азра	RU	F	G
A001390	عذرون	азрюн	RU	M	G
A001391	عذري	азрий	RU	M	S
A001392	عذلة	азла	RU	F	G
A001393	عذوف	азюф	RU	M	G
A001394	عذيب	азиб	RU	M	G
A001395	عذيبة	азиба	RU	F	G
A001396	عذيبي	азибий	RU	M	G
A001397	الطميهي	Атимехий	RU	M	S
A001398	الطميوي	Атимеоий	RU	M	S
A001399	الطنيحي	Атинехий	RU	M	S
A001400	الطنيخي	Атинехий	RU	M	S
A001401	الطنيزي	Атинезий	RU	M	S
A001402	الطنيقي	Атинегий	RU	M	S
A001403	الطنيمي	Атинемий	RU	M	S
A001404	الطهيشي	Атихеший	RU	M	S
A001405	الطهيطي	Атихетий	RU	M	S
A001406	الطهيفي	Атихефий	RU	M	S
A001407	الطهيقي	Атихегий	RU	M	S
A001408	الطهيني	Атихений	RU	M	S
A001409	الطويبي	Атиоебий	RU	M	S
A001410	الطويخي	Атиоехий	RU	M	S
A001411	الطويدي	Атиоедий	RU	M	S
A001412	الطويري	Атиоерий	RU	M	S
A001413	الطويريقي	Атиоеригий	RU	M	S
A001414	الطويشي	Атиоеший	RU	M	S
A001415	الطويطين	Атиоетин	RU	M	S
A001416	الطويعي	Атиоеаий	RU	M	S
A001417	الطويقي	Атиоегий	RU	M	S
A001418	الطويكي	Атиоекий	RU	M	S
A001419	الطويلية	Атиоелия	RU	M	S
A001420	الطويني	Атиоений	RU	M	S
A001421	الطويهي	Атиоехий	RU	M	S
A001422	الطويوي	Атиоеоий	RU	M	S
A001423	الظبيبي	Азибебий	RU	M	S
A001424	الظبيري	Азиберий	RU	M	S
A001425	الظبيطي	Азибетий	RU	M	S
A001426	الظبيعي	Азибеаий	RU	M	S
A001427	الظريبي	Азиребий	RU	M	S
A001428	الظريسي	Азиресий	RU	M	S
A001429	الظريفي	Азирефий	RU	M	S
A001430	الظريقي	Азирегий	RU	M	S
A001431	الظريمي	Азиремий	RU	M	S
A001432	الظريني	Азирений	RU	M	S
A001433	الظعيني	Азиений	RU	M	S
A001434	الظليلي	Азилелий	RU	M	S
A001435	الظليمي	Азилемий	RU	M	S
A001436	الظميري	Азимерий	RU	M	S
A001437	الظميني	Азимений	RU	M	S
A001438	الظنيني	Азинений	RU	M	S
A001439	الظهيبي	Азихебий	RU	M	S
A001440	الظهيري	Азихерий	RU	M	S
A001441	الظهيفي	Азихефий	RU	M	S
A001442	الظويري	Азиоерий	RU	M	S
A001443	الظويعي	Азиоеаий	RU	M	S
A001444	الظويلي	Азиоелий	RU	M	S
A001445	العبدولي	Алабдюлий	RU	M	S
A001446	العطوي	Алатюий	RU	M	S
A001447	العنفولي	Аланфюлий	RU	M	S
A001448	العيسولي	Алесюлий	RU	M	S
A001449	العبيتي	Алибетий	RU	M	S
A001450	العبيخي	Алибехий	RU	M	S
A001451	العبيدي	Алибедий	RU	M	S
A001452	العبيري	Алиберий	RU	M	S
A001453	العبيسي	Алибесий	RU	M	S
A001454	العبيسية	Алибесия	RU	M	C
A001455	العبيشي	Алибеший	RU	M	S
A001456	العبيطي	Алибетий	RU	M	S
A001457	العبيكي	Алибекий	RU	M	S
A001458	العبيلي	Алибелий	RU	M	S
A001459	العبيوي	Алибеоий	RU	M	S
A001460	العتيبي	Алитебий	RU	M	S
A001461	العتيبية	Алитебия	RU	M	S
A001462	العتيري	Алитерий	RU	M	S
A001463	العتيسي	Алитесий	RU	M	S
A001464	العتيفي	Алитефий	RU	M	S
A001465	العتيقي	Алитегий	RU	M	S
A001466	العتيلي	Алителий	RU	M	S
A001467	العتيلية	Алителия	RU	M	S
A001468	العتيمي	Алитемий	RU	M	S
A001469	العتيني	Алитений	RU	M	S
A001470	العثيثي	Алитетий	RU	M	S
A001471	العثيري	Алитерий	RU	M	S
A001472	العثيلي	Алителий	RU	M	S
A001473	العثيمي	Алитемий	RU	M	S
A001474	العثيني	Алитений	RU	M	S
A001475	العجيبي	Алижебий	RU	M	S
A001476	العجيجي	Алижежий	RU	M	S
A001477	العجيدي	Алижедий	RU	M	S
A001478	العجيري	Алижерий	RU	M	S
A001479	العجيزي	Алижезий	RU	M	S
A001480	العجيلي	Алижелий	RU	M	S
A001481	العجيمي	Алижемий	RU	M	S
A001482	العجيني	Алижений	RU	M	S
A001483	العديبي	Алидебий	RU	M	S
A001484	العديحي	Алидехий	RU	M	S
A001485	العديدي	Алидедий	RU	M	S
A001486	العديري	Алидерий	RU	M	S
A001487	العديسي	Алидесий	RU	M	S
A001488	العديقي	Алидегий	RU	M	S
A001489	العديلي	Алиделий	RU	M	S
A001490	العديمي	Алидемий	RU	M	S
A001491	العديوي	Алидеоий	RU	M	S
A001492	العذيبي	Ализебий	RU	M	S
A001493	العذيتي	Ализетий	RU	M	S
A001494	العذيدي	Ализедий	RU	M	S
A001495	العذيذي	Ализезий	RU	M	S
A001496	العذيري	Ализерий	RU	M	S
A001497	العذيقي	Ализегий	RU	M	S
A001498	العذيلي	Ализелий	RU	M	S
A001499	العذيمي	Ализемий	RU	M	S
A001500	العريبيب	Алиребиб	RU	M	S
A001501	العريتي	Алиретий	RU	M	S
A001502	العريثي	Алиретий	RU	M	S
A001503	العريجي	Алирежий	RU	M	S
A001504	العريحي	Алирехий	RU	M	S
A001505	العريدي	Алиредий	RU	M	S
A001506	العريري	Алирерий	RU	M	S
A001507	العريزي	Алирезий	RU	M	S
A001508	العريسي	Алиресий	RU	M	S
A001509	العريسية	Алиресия	RU	M	S
A001510	العريسيس	Алиресис	RU	M	S
A001511	العريشي	Алиреший	RU	M	S
A001512	العريشية	Алирешия	RU	M	S
A001513	العريضي	Алиредий	RU	M	S
A001514	العريطي	Алиретий	RU	M	S
A001515	العريعي	Алиреаий	RU	M	S
A001516	العريفيج	Алирефиж	RU	M	S
A001517	العريقي	Алирегий	RU	M	S
A001518	العريقيل	Алирегил	RU	M	S
A001519	العريكي	Алирекий	RU	M	S
A001520	العريمي	Алиремий	RU	M	S
A001521	العريمية	Алиремия	RU	M	S
A001522	العريمين	Алиремин	RU	M	C
A001523	العريوي	Алиреоий	RU	M	S
A001524	العزيبي	Ализебий	RU	M	S
A001525	العزيحي	Ализехий	RU	M	S
A001526	العزيدي	Ализедий	RU	M	S
A001527	العزيري	Ализерий	RU	M	S
A001528	العزيزي	Ализезий	RU	M	S
A001529	العزيزية	Ализезия	RU	M	S
A001530	العزيكي	Ализекий	RU	M	S
A001531	العزيلي	Ализелий	RU	M	S
A001532	العزيوي	Ализеоий	RU	M	S
A001533	العسيبي	Алисебий	RU	M	S
A001534	العسيدي	Алиседий	RU	M	S
A001535	العسيري	Алисерий	RU	M	S
A001536	العسيرية	Алисерия	RU	M	S
A001537	العسيسي	Алисесий	RU	M	S
A001538	العسيقي	Алисегий	RU	M	S
A001539	العسيمي	Алисемий	RU	M	S
A001540	العسيني	Алисений	RU	M	S
A001541	العسيوي	Алисеоий	RU	M	S
A001542	العشيبي	Алишебий	RU	M	S
A001543	العشيتي	Алишетий	RU	M	S
A001544	العشيدي	Алишедий	RU	M	S
A001545	العشيري	Алишерий	RU	M	S
A001546	العشيسي	Алишесий	RU	M	S
A001547	العشيشي	Алишеший	RU	M	S
A001548	العشيمي	Алишемий	RU	M	S
A001549	العشيني	Алишений	RU	M	S
A001550	العشيوي	Алишеоий	RU	M	S
A001551	العصيبي	Алисебий	RU	M	S
A001552	العصيدي	Алиседий	RU	M	S
A001553	العصيري	Алисерий	RU	M	S
A001554	العصيصي	Алисесий	RU	M	S
A001555	العصيطي	Алисетий	RU	M	S
A001556	العصيعي	Алисеаий	RU	M	S
A001557	العصيفي	Алисефий	RU	M	S
A001558	العصيمي	Алисемий	RU	M	S
A001559	العويقي	Алиоегий	RU	M	S
A001560	العويقيل	Алиоегил	RU	M	S
A001561	العويلي	Алиоелий	RU	M	S
A001562	العويميري	Алиоемирий	RU	M	S
A001563	العويني	Алиоений	RU	M	S
A001564	العوينية	Алиоения	RU	M	S
A001565	العويهي	Алиоехий	RU	M	S
A001566	العويويد	Алиоеоид	RU	M	S
A001567	العويوير	Алиоеоир	RU	M	S
A001568	العگيدي	Алигедий	RU	M	S
A001569	العگيلي	Алигелий	RU	M	S
A001570	الغرمولي	Алгармюлий	RU	M	S
A001571	الغبيبي	Алгибебий	RU	M	S
A001572	الغبيدي	Алгибедий	RU	M	S
A001573	الغبيري	Алгиберий	RU	M	S
A001574	الغبيسي	Алгибесий	RU	M	S
A001575	الغبيشي	Алгибеший	RU	M	S
A001576	الغبيضي	Алгибедий	RU	M	S
A001577	الغبيني	Алгибений	RU	M	S
A001578	الغتيمي	Алгитемий	RU	M	S
A001579	الغتيني	Алгитений	RU	M	S
A001580	الغثيبي	Алгитебий	RU	M	S
A001581	الغثيمي	Алгитемий	RU	M	S
A001582	الغثيني	Алгитений	RU	M	S
A001583	الغديبي	Алгидебий	RU	M	S
A001584	قسم الخالق	Гасиму Алхалиг	RU	M	G
A001585	قسم الفضيل	Гасиму Алфадил	RU	M	G
